,Date,Price
2395,1990-06-07,1.2025
2396,1990-06-08,1.172
2397,1990-06-11,1.1492
2398,1990-06-12,1.191
2399,1990-06-13,1.2291
2400,1990-06-14,1.2177
2401,1990-06-15,1.2101
2402,1990-06-18,1.1948
2403,1990-06-19,1.1872
2404,1990-06-20,1.2139
2405,1990-06-21,1.2177
2406,1990-06-22,1.2786
2407,1990-06-25,1.2633
2408,1990-06-26,1.2709
2409,1990-06-27,1.2405
2410,1990-06-28,1.3014
2411,1990-06-29,1.309
2412,1990-07-02,1.3547
2413,1990-07-03,1.3356
2414,1990-07-05,1.3318
2415,1990-07-06,1.3242
2416,1990-07-09,1.3699
2417,1990-07-10,1.4308
2418,1990-07-11,1.4232
2419,1990-07-12,1.4232
2420,1990-07-13,1.446
2421,1990-07-16,1.4232
2422,1990-07-17,1.3927
2423,1990-07-18,1.3547
2424,1990-07-19,1.2405
2425,1990-07-20,1.2786
2426,1990-07-23,1.2481
2427,1990-07-24,1.2786
2428,1990-07-25,1.2786
2429,1990-07-26,1.2862
2430,1990-07-27,1.2557
2431,1990-07-30,1.2405
2432,1990-07-31,1.2938
2433,1990-08-01,1.2786
2434,1990-08-02,1.2557
2435,1990-08-03,1.3242
2436,1990-08-06,1.1872
2437,1990-08-07,1.2253
2438,1990-08-08,1.2025
2439,1990-08-09,1.2253
2440,1990-08-10,1.1796
2441,1990-08-13,1.1568
2442,1990-08-14,1.2177
2443,1990-08-15,1.2177
2444,1990-08-16,1.1872
2445,1990-08-17,1.172
2446,1990-08-20,1.1145
2447,1990-08-21,1.0916
2448,1990-08-22,1.1298
2449,1990-08-23,1.0458
2450,1990-08-24,1.0763
2451,1990-08-27,1.1221
2452,1990-08-28,1.145
2453,1990-08-29,1.1603
2454,1990-08-30,1.1374
2455,1990-08-31,1.0992
2456,1990-09-04,1.1145
2457,1990-09-05,1.1374
2458,1990-09-06,1.084
2459,1990-09-07,1.084
2460,1990-09-10,1.1298
2461,1990-09-11,1.0992
2462,1990-09-12,1.0534
2463,1990-09-13,1.0534
2464,1990-09-14,1.0229
2465,1990-09-17,1.0382
2466,1990-09-18,1.0305
2467,1990-09-19,1.0153
2468,1990-09-20,0.9847
2469,1990-09-21,0.9771
2470,1990-09-24,0.9618
2471,1990-09-25,0.9313
2472,1990-09-26,0.916
2473,1990-09-27,0.916
2474,1990-09-28,0.8702
2475,1990-10-01,0.9008
2476,1990-10-02,0.9466
2477,1990-10-03,0.9084
2478,1990-10-04,0.8168
2479,1990-10-05,0.8244
2480,1990-10-08,0.8779
2481,1990-10-09,0.8702
2482,1990-10-10,0.832
2483,1990-10-11,0.8168
2484,1990-10-12,0.8626
2485,1990-10-15,0.8702
2486,1990-10-16,0.8397
2487,1990-10-17,0.771
2488,1990-10-18,0.8091
2489,1990-10-19,0.9542
2490,1990-10-22,0.9618
2491,1990-10-23,0.9466
2492,1990-10-24,0.9389
2493,1990-10-25,0.9237
2494,1990-10-26,0.9084
2495,1990-10-29,0.9237
2496,1990-10-30,0.9084
2497,1990-10-31,0.9313
2498,1990-11-01,0.9313
2499,1990-11-02,0.9313
2500,1990-11-05,0.9847
2501,1990-11-06,1.0229
2502,1990-11-07,1.0229
2503,1990-11-08,1.0076
2504,1990-11-09,1.0687
2505,1990-11-12,1.084
2506,1990-11-13,1.1069
2507,1990-11-14,1.0916
2508,1990-11-15,1.1221
2509,1990-11-16,1.0952
2510,1990-11-19,1.0876
2511,1990-11-20,1.1182
2512,1990-11-21,1.0799
2513,1990-11-23,1.1106
2514,1990-11-26,1.1029
2515,1990-11-27,1.1335
2516,1990-11-28,1.1565
2517,1990-11-29,1.1335
2518,1990-11-30,1.1106
2519,1990-12-03,1.1412
2520,1990-12-04,1.1489
2521,1990-12-05,1.1795
2522,1990-12-06,1.2637
2523,1990-12-07,1.2561
2524,1990-12-10,1.2944
2525,1990-12-11,1.2637
2526,1990-12-12,1.2178
2527,1990-12-13,1.2101
2528,1990-12-14,1.2331
2529,1990-12-17,1.1948
2530,1990-12-18,1.2561
2531,1990-12-19,1.302
2532,1990-12-20,1.2637
2533,1990-12-21,1.3556
2534,1990-12-24,1.371
2535,1990-12-26,1.348
2536,1990-12-27,1.325
2537,1990-12-28,1.325
2538,1990-12-31,1.3174
2539,1991-01-02,1.3097
2540,1991-01-03,1.3327
2541,1991-01-04,1.3174
2542,1991-01-07,1.3174
2543,1991-01-08,1.3403
2544,1991-01-09,1.3556
2545,1991-01-10,1.4016
2546,1991-01-11,1.4399
2547,1991-01-14,1.4093
2548,1991-01-15,1.4246
2549,1991-01-16,1.4399
2550,1991-01-17,1.6084
2551,1991-01-18,1.4935
2552,1991-01-21,1.5241
2553,1991-01-22,1.5624
2554,1991-01-23,1.5701
2555,1991-01-24,1.5778
2556,1991-01-25,1.5931
2557,1991-01-28,1.6314
2558,1991-01-29,1.662
2559,1991-01-30,1.6314
2560,1991-01-31,1.7003
2561,1991-02-01,1.7003
2562,1991-02-04,1.708
2563,1991-02-05,1.6926
2564,1991-02-06,1.7692
2565,1991-02-07,1.7463
2566,1991-02-08,1.7616
2567,1991-02-11,1.8382
2568,1991-02-12,1.8688
2569,1991-02-13,1.8382
2570,1991-02-14,1.8382
2571,1991-02-15,1.7576
2572,1991-02-19,1.7653
2573,1991-02-20,1.8267
2574,1991-02-21,1.8804
2575,1991-02-22,1.8113
2576,1991-02-25,1.8497
2577,1991-02-26,1.7653
2578,1991-02-27,1.7883
2579,1991-02-28,1.7883
2580,1991-03-01,1.7499
2581,1991-03-04,1.7806
2582,1991-03-05,1.8113
2583,1991-03-06,1.9648
2584,1991-03-07,1.9495
2585,1991-03-08,2.08
2586,1991-03-11,1.9802
2587,1991-03-12,1.9341
2588,1991-03-13,1.9265
2589,1991-03-14,2.0493
2590,1991-03-15,2.0186
2591,1991-03-18,2.0186
2592,1991-03-19,2.0416
2593,1991-03-20,2.126
2594,1991-03-21,2.0953
2595,1991-03-22,1.9648
2596,1991-03-25,1.9495
2597,1991-03-26,1.9879
2598,1991-03-27,2.149
2599,1991-03-28,2.126
2600,1991-04-01,2.0876
2601,1991-04-02,2.1183
2602,1991-04-03,2.2258
2603,1991-04-04,2.149
2604,1991-04-05,2.2028
2605,1991-04-08,2.126
2606,1991-04-09,2.1414
2607,1991-04-10,2.103
2608,1991-04-11,2.08
2609,1991-04-12,2.1951
2610,1991-04-15,1.8958
2611,1991-04-16,1.9418
2612,1991-04-17,1.9955
2613,1991-04-18,1.9265
2614,1991-04-19,1.8727
2615,1991-04-22,1.8267
2616,1991-04-23,1.9111
2617,1991-04-24,1.8958
2618,1991-04-25,1.8344
2619,1991-04-26,1.796
2620,1991-04-29,1.796
2621,1991-04-30,1.773
2622,1991-05-01,1.4736
2623,1991-05-02,1.466
2624,1991-05-03,1.5043
2625,1991-05-06,1.489
2626,1991-05-07,1.5657
2627,1991-05-08,1.5581
2628,1991-05-09,1.535
2629,1991-05-10,1.5811
2630,1991-05-13,1.6041
2631,1991-05-14,1.6195
2632,1991-05-15,1.5811
2633,1991-05-16,1.5657
2634,1991-05-17,1.4967
2635,1991-05-20,1.4543
2636,1991-05-21,1.3928
2637,1991-05-22,1.4082
2638,1991-05-23,1.4312
2639,1991-05-24,1.4005
2640,1991-05-28,1.4159
2641,1991-05-29,1.4235
2642,1991-05-30,1.4466
2643,1991-05-31,1.462
2644,1991-06-03,1.4466
2645,1991-06-04,1.5236
2646,1991-06-05,1.5159
2647,1991-06-06,1.4851
2648,1991-06-07,1.4235
2649,1991-06-10,1.4159
2650,1991-06-11,1.3851
2651,1991-06-12,1.3543
2652,1991-06-13,1.3081
2653,1991-06-14,1.3158
2654,1991-06-17,1.262
2655,1991-06-18,1.3004
2656,1991-06-19,1.285
2657,1991-06-20,1.2696
2658,1991-06-21,1.2927
2659,1991-06-24,1.285
2660,1991-06-25,1.2927
2661,1991-06-26,1.3158
2662,1991-06-27,1.3081
2663,1991-06-28,1.3004
2664,1991-07-01,1.3004
2665,1991-07-02,1.3004
2666,1991-07-03,1.3004
2667,1991-07-05,1.3235
2668,1991-07-08,1.3928
2669,1991-07-09,1.4543
2670,1991-07-10,1.462
2671,1991-07-11,1.4466
2672,1991-07-12,1.4543
2673,1991-07-15,1.4389
2674,1991-07-16,1.4005
2675,1991-07-17,1.3389
2676,1991-07-18,1.3543
2677,1991-07-19,1.3928
2678,1991-07-22,1.4082
2679,1991-07-23,1.4235
2680,1991-07-24,1.3928
2681,1991-07-25,1.3928
2682,1991-07-26,1.4082
2683,1991-07-29,1.3928
2684,1991-07-30,1.4005
2685,1991-07-31,1.4312
2686,1991-08-01,1.4159
2687,1991-08-02,1.5313
2688,1991-08-05,1.5313
2689,1991-08-06,1.5005
2690,1991-08-07,1.5236
2691,1991-08-08,1.5621
2692,1991-08-09,1.5544
2693,1991-08-12,1.5621
2694,1991-08-13,1.6005
2695,1991-08-14,1.6852
2696,1991-08-15,1.6929
2697,1991-08-16,1.6236
2698,1991-08-19,1.527
2699,1991-08-20,1.5887
2700,1991-08-21,1.6196
2701,1991-08-22,1.6658
2702,1991-08-23,1.6658
2703,1991-08-26,1.635
2704,1991-08-27,1.635
2705,1991-08-28,1.6658
2706,1991-08-29,1.6427
2707,1991-08-30,1.635
2708,1991-09-03,1.6273
2709,1991-09-04,1.6273
2710,1991-09-05,1.5887
2711,1991-09-06,1.5733
2712,1991-09-09,1.5964
2713,1991-09-10,1.6273
2714,1991-09-11,1.5656
2715,1991-09-12,1.581
2716,1991-09-13,1.5424
2717,1991-09-16,1.5193
2718,1991-09-17,1.4499
2719,1991-09-18,1.5039
2720,1991-09-19,1.5502
2721,1991-09-20,1.5347
2722,1991-09-23,1.5424
2723,1991-09-24,1.527
2724,1991-09-25,1.5502
2725,1991-09-26,1.5502
2726,1991-09-27,1.5424
2727,1991-09-30,1.5193
2728,1991-10-01,1.5193
2729,1991-10-02,1.5964
2730,1991-10-03,1.5424
2731,1991-10-04,1.4807
2732,1991-10-07,1.4807
2733,1991-10-08,1.4846
2734,1991-10-09,1.4885
2735,1991-10-10,1.5039
2736,1991-10-11,1.4846
2737,1991-10-14,1.5116
2738,1991-10-15,1.5579
2739,1991-10-16,1.6196
2740,1991-10-17,1.635
2741,1991-10-18,1.7005
2742,1991-10-21,1.7044
2743,1991-10-22,1.7121
2744,1991-10-23,1.6967
2745,1991-10-24,1.635
2746,1991-10-25,1.5964
2747,1991-10-28,1.5887
2748,1991-10-29,1.5887
2749,1991-10-30,1.6041
2750,1991-10-31,1.5656
2751,1991-11-01,1.581
2752,1991-11-04,1.5656
2753,1991-11-05,1.5347
2754,1991-11-06,1.5116
2755,1991-11-07,1.4962
2756,1991-11-08,1.581
2757,1991-11-11,1.6504
2758,1991-11-12,1.6736
2759,1991-11-13,1.6658
2760,1991-11-14,1.6736
2761,1991-11-15,1.6813
2762,1991-11-18,1.5462
2763,1991-11-19,1.6003
2764,1991-11-20,1.5848
2765,1991-11-21,1.5616
2766,1991-11-22,1.5771
2767,1991-11-25,1.5771
2768,1991-11-26,1.5925
2769,1991-11-27,1.5848
2770,1991-11-29,1.5616
2771,1991-12-02,1.5694
2772,1991-12-03,1.608
2773,1991-12-04,1.5694
2774,1991-12-05,1.5616
2775,1991-12-06,1.5307
2776,1991-12-09,1.5152
2777,1991-12-10,1.5152
2778,1991-12-11,1.523
2779,1991-12-12,1.5268
2780,1991-12-13,1.5384
2781,1991-12-16,1.5578
2782,1991-12-17,1.5616
2783,1991-12-18,1.5539
2784,1991-12-19,1.5848
2785,1991-12-20,1.5848
2786,1991-12-23,1.5616
2787,1991-12-24,1.608
2788,1991-12-26,1.6312
2789,1991-12-27,1.693
2790,1991-12-30,1.7008
2791,1991-12-31,1.7742
2792,1992-01-02,1.724
2793,1992-01-03,1.8554
2794,1992-01-06,1.8167
2795,1992-01-07,1.7781
2796,1992-01-08,1.809
2797,1992-01-09,1.8709
2798,1992-01-10,1.9018
2799,1992-01-13,1.925
2800,1992-01-14,1.925
2801,1992-01-15,1.9946
2802,1992-01-16,1.9714
2803,1992-01-17,2.0951
2804,1992-01-20,1.9945
2805,1992-01-21,1.9868
2806,1992-01-22,1.9018
2807,1992-01-23,1.9868
2808,1992-01-24,1.9945
2809,1992-01-27,2.0023
2810,1992-01-28,2.0023
2811,1992-01-29,2.0023
2812,1992-01-30,1.9636
2813,1992-01-31,1.9791
2814,1992-02-03,2.0023
2815,1992-02-04,2.0332
2816,1992-02-05,2.0487
2817,1992-02-06,2.0332
2818,1992-02-07,1.9868
2819,1992-02-10,1.9791
2820,1992-02-11,1.9482
2821,1992-02-12,1.9714
2822,1992-02-13,2.0177
2823,1992-02-14,1.975
2824,1992-02-18,1.9905
2825,1992-02-19,1.9441
2826,1992-02-20,1.9363
2827,1992-02-21,2.006
2828,1992-02-24,2.0525
2829,1992-02-25,2.0525
2830,1992-02-26,2.1145
2831,1992-02-27,2.1687
2832,1992-02-28,2.1222
2833,1992-03-02,2.099
2834,1992-03-03,2.099
2835,1992-03-04,2.0525
2836,1992-03-05,1.9983
2837,1992-03-06,1.9673
2838,1992-03-09,1.975
2839,1992-03-10,1.9828
2840,1992-03-11,1.975
2841,1992-03-12,1.9596
2842,1992-03-13,1.9596
2843,1992-03-16,1.9441
2844,1992-03-17,1.9673
2845,1992-03-18,1.9596
2846,1992-03-19,1.975
2847,1992-03-20,1.9518
2848,1992-03-23,1.9518
2849,1992-03-24,1.9673
2850,1992-03-25,2.0138
2851,1992-03-26,2.006
2852,1992-03-27,1.9789
2853,1992-03-30,1.8976
2854,1992-03-31,1.8047
2855,1992-04-01,1.7737
2856,1992-04-02,1.8279
2857,1992-04-03,1.8201
2858,1992-04-06,1.8279
2859,1992-04-07,1.8899
2860,1992-04-08,1.7659
2861,1992-04-09,1.7349
2862,1992-04-10,1.7737
2863,1992-04-13,1.7195
2864,1992-04-14,1.7892
2865,1992-04-15,1.7969
2866,1992-04-16,1.8666
2867,1992-04-20,1.8279
2868,1992-04-21,1.7659
2869,1992-04-22,1.7427
2870,1992-04-23,1.7814
2871,1992-04-24,1.7659
2872,1992-04-27,1.7349
2873,1992-04-28,1.7117
2874,1992-04-29,1.6807
2875,1992-04-30,1.7737
2876,1992-05-01,1.8589
2877,1992-05-04,1.8434
2878,1992-05-05,1.8744
2879,1992-05-06,1.8821
2880,1992-05-07,1.9053
2881,1992-05-08,1.9053
2882,1992-05-11,1.9208
2883,1992-05-12,1.9286
2884,1992-05-13,1.9363
2885,1992-05-14,1.9441
2886,1992-05-15,1.8899
2887,1992-05-18,1.9053
2888,1992-05-19,1.8821
2889,1992-05-20,1.8511
2890,1992-05-21,1.8666
2891,1992-05-22,1.8279
2892,1992-05-26,1.8434
2893,1992-05-27,1.8356
2894,1992-05-28,1.8589
2895,1992-05-29,1.8511
2896,1992-06-01,1.7772
2897,1992-06-02,1.785
2898,1992-06-03,1.754
2899,1992-06-04,1.6841
2900,1992-06-05,1.6996
2901,1992-06-08,1.7074
2902,1992-06-09,1.6841
2903,1992-06-10,1.6764
2904,1992-06-11,1.6686
2905,1992-06-12,1.6919
2906,1992-06-15,1.6764
2907,1992-06-16,1.6065
2908,1992-06-17,1.5211
2909,1992-06-18,1.4746
2910,1992-06-19,1.428
2911,1992-06-22,1.3659
2912,1992-06-23,1.397
2913,1992-06-24,1.4125
2914,1992-06-25,1.4435
2915,1992-06-26,1.4202
2916,1992-06-29,1.4202
2917,1992-06-30,1.4513
2918,1992-07-01,1.4901
2919,1992-07-02,1.5211
2920,1992-07-06,1.4435
2921,1992-07-07,1.4358
2922,1992-07-08,1.3659
2923,1992-07-09,1.428
2924,1992-07-10,1.428
2925,1992-07-13,1.4202
2926,1992-07-14,1.459
2927,1992-07-15,1.4746
2928,1992-07-16,1.4823
2929,1992-07-17,1.397
2930,1992-07-20,1.3892
2931,1992-07-21,1.4125
2932,1992-07-22,1.4047
2933,1992-07-23,1.3814
2934,1992-07-24,1.3814
2935,1992-07-27,1.4202
2936,1992-07-28,1.4125
2937,1992-07-29,1.4474
2938,1992-07-30,1.4668
2939,1992-07-31,1.4668
2940,1992-08-03,1.4513
2941,1992-08-04,1.397
2942,1992-08-05,1.4125
2943,1992-08-06,1.3737
2944,1992-08-07,1.3038
2945,1992-08-10,1.3426
2946,1992-08-11,1.3814
2947,1992-08-12,1.3582
2948,1992-08-13,1.3814
2949,1992-08-14,1.397
2950,1992-08-17,1.3774
2951,1992-08-18,1.3852
2952,1992-08-19,1.389
2953,1992-08-20,1.3929
2954,1992-08-21,1.3929
2955,1992-08-24,1.3774
2956,1992-08-25,1.3462
2957,1992-08-26,1.3774
2958,1992-08-27,1.3929
2959,1992-08-28,1.3774
2960,1992-08-31,1.4007
2961,1992-09-01,1.4396
2962,1992-09-02,1.4474
2963,1992-09-03,1.5252
2964,1992-09-04,1.5019
2965,1992-09-08,1.4552
2966,1992-09-09,1.4941
2967,1992-09-10,1.4941
2968,1992-09-11,1.5252
2969,1992-09-14,1.5252
2970,1992-09-15,1.533
2971,1992-09-16,1.4863
2972,1992-09-17,1.4708
2973,1992-09-18,1.4241
2974,1992-09-21,1.4552
2975,1992-09-22,1.4552
2976,1992-09-23,1.4318
2977,1992-09-24,1.4708
2978,1992-09-25,1.4396
2979,1992-09-28,1.4007
2980,1992-09-29,1.3852
2981,1992-09-30,1.4007
2982,1992-10-01,1.3929
2983,1992-10-02,1.3852
2984,1992-10-05,1.3462
2985,1992-10-06,1.3618
2986,1992-10-07,1.4007
2987,1992-10-08,1.3696
2988,1992-10-09,1.354
2989,1992-10-12,1.3462
2990,1992-10-13,1.3929
2991,1992-10-14,1.4085
2992,1992-10-15,1.4241
2993,1992-10-16,1.4552
2994,1992-10-19,1.5252
2995,1992-10-20,1.5252
2996,1992-10-21,1.533
2997,1992-10-22,1.5097
2998,1992-10-23,1.533
2999,1992-10-26,1.5174
3000,1992-10-27,1.603
3001,1992-10-28,1.5953
3002,1992-10-29,1.6264
3003,1992-10-30,1.6653
3004,1992-11-02,1.6342
3005,1992-11-03,1.6342
3006,1992-11-04,1.6186
3007,1992-11-05,1.6342
3008,1992-11-06,1.7042
3009,1992-11-09,1.7431
3010,1992-11-10,1.712
3011,1992-11-11,1.7587
3012,1992-11-12,1.7742
3013,1992-11-13,1.7742
3014,1992-11-16,1.7509
3015,1992-11-17,1.782
3016,1992-11-18,1.7431
3017,1992-11-19,1.7976
3018,1992-11-20,1.8209
3019,1992-11-23,1.7587
3020,1992-11-24,1.7742
3021,1992-11-25,1.7742
3022,1992-11-27,1.7587
3023,1992-11-30,1.7546
3024,1992-12-01,1.7858
3025,1992-12-02,1.817
3026,1992-12-03,1.7624
3027,1992-12-04,1.7858
3028,1992-12-07,1.7702
3029,1992-12-08,1.8014
3030,1992-12-09,1.8014
3031,1992-12-10,1.7858
3032,1992-12-11,1.7858
3033,1992-12-14,1.7936
3034,1992-12-15,1.7702
3035,1992-12-16,1.7546
3036,1992-12-17,1.7234
3037,1992-12-18,1.7936
3038,1992-12-21,1.817
3039,1992-12-22,1.8638
3040,1992-12-23,1.8794
3041,1992-12-24,1.8716
3042,1992-12-28,1.8482
3043,1992-12-29,1.856
3044,1992-12-30,1.8638
3045,1992-12-31,1.8326
3046,1993-01-04,1.856
3047,1993-01-05,1.8092
3048,1993-01-06,1.895
3049,1993-01-07,1.9262
3050,1993-01-08,1.895
3051,1993-01-11,1.934
3052,1993-01-12,1.9574
3053,1993-01-13,1.9184
3054,1993-01-14,1.9964
3055,1993-01-15,1.9028
3056,1993-01-18,1.856
3057,1993-01-19,1.8638
3058,1993-01-20,1.8638
3059,1993-01-21,1.8638
3060,1993-01-22,1.8794
3061,1993-01-25,1.8482
3062,1993-01-26,1.8872
3063,1993-01-27,1.9028
3064,1993-01-28,1.8716
3065,1993-01-29,1.8794
3066,1993-02-01,1.8482
3067,1993-02-02,1.895
3068,1993-02-03,1.9028
3069,1993-02-04,1.8716
3070,1993-02-05,1.8482
3071,1993-02-08,1.778
3072,1993-02-09,1.778
3073,1993-02-10,1.778
3074,1993-02-11,1.739
3075,1993-02-12,1.7194
3076,1993-02-16,1.6725
3077,1993-02-17,1.6647
3078,1993-02-18,1.7194
3079,1993-02-19,1.7272
3080,1993-02-22,1.7194
3081,1993-02-23,1.7194
3082,1993-02-24,1.6295
3083,1993-02-25,1.6647
3084,1993-02-26,1.6959
3085,1993-03-01,1.6569
3086,1993-03-02,1.6569
3087,1993-03-03,1.6881
3088,1993-03-04,1.7038
3089,1993-03-05,1.7116
3090,1993-03-08,1.7194
3091,1993-03-09,1.7663
3092,1993-03-10,1.7741
3093,1993-03-11,1.7819
3094,1993-03-12,1.7741
3095,1993-03-15,1.7506
3096,1993-03-16,1.7897
3097,1993-03-17,1.7663
3098,1993-03-18,1.7194
3099,1993-03-19,1.7194
3100,1993-03-22,1.6725
3101,1993-03-23,1.6647
3102,1993-03-24,1.649
3103,1993-03-25,1.6803
3104,1993-03-26,1.7116
3105,1993-03-29,1.6334
3106,1993-03-30,1.5982
3107,1993-03-31,1.6412
3108,1993-04-01,1.6022
3109,1993-04-02,1.5787
3110,1993-04-05,1.5631
3111,1993-04-06,1.5631
3112,1993-04-07,1.5318
3113,1993-04-08,1.5631
3114,1993-04-12,1.5474
3115,1993-04-13,1.5787
3116,1993-04-14,1.5084
3117,1993-04-15,1.5084
3118,1993-04-16,1.5084
3119,1993-04-19,1.5162
3120,1993-04-20,1.524
3121,1993-04-21,1.5709
3122,1993-04-22,1.5396
3123,1993-04-23,1.5553
3124,1993-04-26,1.5396
3125,1993-04-27,1.524
3126,1993-04-28,1.5553
3127,1993-04-29,1.61
3128,1993-04-30,1.5865
3129,1993-05-03,1.6022
3130,1993-05-04,1.6334
3131,1993-05-05,1.6569
3132,1993-05-06,1.7038
3133,1993-05-07,1.6725
3134,1993-05-10,1.7194
3135,1993-05-11,1.7194
3136,1993-05-12,1.6959
3137,1993-05-13,1.6725
3138,1993-05-14,1.7272
3139,1993-05-17,1.735
3140,1993-05-18,1.735
3141,1993-05-19,1.7116
3142,1993-05-20,1.7897
3143,1993-05-21,1.8366
3144,1993-05-24,1.7741
3145,1993-05-25,1.7741
3146,1993-05-26,1.7506
3147,1993-05-27,1.8054
3148,1993-05-28,1.7856
3149,1993-06-01,1.77
3150,1993-06-02,1.7778
3151,1993-06-03,1.7856
3152,1993-06-04,1.7465
3153,1993-06-07,1.7073
3154,1993-06-08,1.5272
3155,1993-06-09,1.4097
3156,1993-06-10,1.3627
3157,1993-06-11,1.4097
3158,1993-06-14,1.3784
3159,1993-06-15,1.4175
3160,1993-06-16,1.3236
3161,1993-06-17,1.3314
3162,1993-06-18,1.304
3163,1993-06-21,1.2687
3164,1993-06-22,1.2805
3165,1993-06-23,1.3079
3166,1993-06-24,1.2687
3167,1993-06-25,1.2648
3168,1993-06-28,1.2687
3169,1993-06-29,1.2609
3170,1993-06-30,1.2139
3171,1993-07-01,1.2218
3172,1993-07-02,1.1983
3173,1993-07-06,1.1983
3174,1993-07-07,1.1748
3175,1993-07-08,1.1434
3176,1993-07-09,1.1591
3177,1993-07-12,1.1513
3178,1993-07-13,1.2139
3179,1993-07-14,1.1513
3180,1993-07-15,1.1669
3181,1993-07-16,0.8928
3182,1993-07-19,0.8772
3183,1993-07-20,0.8223
3184,1993-07-21,0.8145
3185,1993-07-22,0.8145
3186,1993-07-23,0.8458
3187,1993-07-26,0.838
3188,1993-07-27,0.838
3189,1993-07-28,0.8223
3190,1993-07-29,0.8458
3191,1993-07-30,0.8615
3192,1993-08-02,0.885
3193,1993-08-03,0.9085
3194,1993-08-04,0.9163
3195,1993-08-05,0.9633
3196,1993-08-06,0.9163
3197,1993-08-09,0.9163
3198,1993-08-10,0.9241
3199,1993-08-11,0.8928
3200,1993-08-12,0.8615
3201,1993-08-13,0.8302
3202,1993-08-16,0.8653
3203,1993-08-17,0.8732
3204,1993-08-18,0.9125
3205,1993-08-19,0.9046
3206,1993-08-20,0.8732
3207,1993-08-23,0.881
3208,1993-08-24,0.8889
3209,1993-08-25,0.881
3210,1993-08-26,0.8574
3211,1993-08-27,0.8496
3212,1993-08-30,0.8338
3213,1993-08-31,0.8338
3214,1993-09-01,0.8338
3215,1993-09-02,0.8181
3216,1993-09-03,0.8181
3217,1993-09-07,0.8181
3218,1993-09-08,0.826
3219,1993-09-09,0.8417
3220,1993-09-10,0.826
3221,1993-09-13,0.826
3222,1993-09-14,0.763
3223,1993-09-15,0.7709
3224,1993-09-16,0.763
3225,1993-09-17,0.767
3226,1993-09-20,0.7945
3227,1993-09-21,0.7788
3228,1993-09-22,0.763
3229,1993-09-23,0.8024
3230,1993-09-24,0.7866
3231,1993-09-27,0.7866
3232,1993-09-28,0.7788
3233,1993-09-29,0.763
3234,1993-09-30,0.7552
3235,1993-10-01,0.7158
3236,1993-10-04,0.7119
3237,1993-10-05,0.7237
3238,1993-10-06,0.7473
3239,1993-10-07,0.7394
3240,1993-10-08,0.7316
3241,1993-10-11,0.7158
3242,1993-10-12,0.7552
3243,1993-10-13,0.763
3244,1993-10-14,0.7552
3245,1993-10-15,0.8732
3246,1993-10-18,0.881
3247,1993-10-19,0.8889
3248,1993-10-20,0.881
3249,1993-10-21,0.8653
3250,1993-10-22,0.9597
3251,1993-10-25,0.9518
3252,1993-10-26,0.9361
3253,1993-10-27,0.944
3254,1993-10-28,0.999
3255,1993-10-29,0.9754
3256,1993-11-01,0.9676
3257,1993-11-02,0.9833
3258,1993-11-03,1.0383
3259,1993-11-04,0.9912
3260,1993-11-05,1.003
3261,1993-11-08,1.0069
3262,1993-11-09,0.9754
3263,1993-11-10,0.9518
3264,1993-11-11,0.9676
3265,1993-11-12,0.9911
3266,1993-11-15,0.9912
3267,1993-11-16,1.0069
3268,1993-11-17,1.0698
3269,1993-11-18,1.0541
3270,1993-11-19,1.0421
3271,1993-11-22,1.0342
3272,1993-11-23,1.0263
3273,1993-11-24,1.0342
3274,1993-11-26,1.0342
3275,1993-11-29,1.0184
3276,1993-11-30,1.0026
3277,1993-12-01,1.0105
3278,1993-12-02,1.0026
3279,1993-12-03,1.0026
3280,1993-12-06,0.9947
3281,1993-12-07,1.0105
3282,1993-12-08,1.0105
3283,1993-12-09,1.0026
3284,1993-12-10,0.9552
3285,1993-12-13,0.8921
3286,1993-12-14,0.9237
3287,1993-12-15,0.9158
3288,1993-12-16,0.9316
3289,1993-12-17,0.9316
3290,1993-12-20,0.9237
3291,1993-12-21,0.9
3292,1993-12-22,0.8605
3293,1993-12-23,0.8605
3294,1993-12-27,0.8763
3295,1993-12-28,0.9079
3296,1993-12-29,0.9237
3297,1993-12-30,0.9
3298,1993-12-31,0.9395
3299,1994-01-03,0.9316
3300,1994-01-04,0.9552
3301,1994-01-05,1.0026
3302,1994-01-06,1.0658
3303,1994-01-07,1.0105
3304,1994-01-10,1.0421
3305,1994-01-11,1.0579
3306,1994-01-12,1.0184
3307,1994-01-13,0.9473
3308,1994-01-14,0.971
3309,1994-01-17,0.9789
3310,1994-01-18,0.9552
3311,1994-01-19,0.9237
3312,1994-01-20,0.9316
3313,1994-01-21,1.05
3314,1994-01-24,1.05
3315,1994-01-25,1.0973
3316,1994-01-26,1.0658
3317,1994-01-27,1.0579
3318,1994-01-28,1.0816
3319,1994-01-31,1.0579
3320,1994-02-01,1.0421
3321,1994-02-02,1.05
3322,1994-02-03,1.0421
3323,1994-02-04,1.0579
3324,1994-02-07,1.0617
3325,1994-02-08,1.1409
3326,1994-02-09,1.133
3327,1994-02-10,1.1488
3328,1994-02-11,1.1488
3329,1994-02-14,1.1726
3330,1994-02-15,1.1647
3331,1994-02-16,1.1884
3332,1994-02-17,1.1805
3333,1994-02-18,1.1568
3334,1994-02-22,1.1488
3335,1994-02-23,1.1805
